accommodates,neighbourhood_group_cleansed,property_type,room_type,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,price
2,Downtown,1,Entire home/apt,2,1,1,1,4,1300,80,30,45,0,174.58783
6,Capitol Hill,11,Entire home/apt,1,2,3,4,4,1334,200,2,30,0,263.53696
2,University District,1,Entire home/apt,1,1,1,1,4,1520,60,2,1125,0,116.16091
2,Cascade,15,Entire home/apt,1,1,1,1,4,302,75,2,1125,1,129.39183
2,West Seattle,9,Entire home/apt,2,1,1,1,4,112,35,1,7,0,81.62505
4,Capitol Hill,1,Entire home/apt,1,1,2,2,4,1241,75,2,4,1,158.25114
2,Delridge,11,Private room,1,1,1,1,4,1062,15,1,32,1,41.454025
2,Downtown,1,Entire home/apt,1,1,0,1,4,318,100,2,1125,1,378.86572
7,Ballard,11,Entire home/apt,4,4,3,3,4,187,300,14,60,0,585.1489
5,Other neighborhoods,10,Entire home/apt,1,1,2,3,4,820,75,2,1125,1,143.90686
4,Capitol Hill,7,Entire home/apt,1,1,1,2,4,1104,50,1,10,1,130.41162
1,Capitol Hill,11,Private room,1,2,1,1,4,730,30,7,120,0,51.715187
2,Downtown,1,Entire home/apt,1,1,0,1,4,1304,75,5,1125,0,173.74854
2,Other neighborhoods,11,Private room,2,1,2,1,4,656,20,2,14,1,76.825554
2,Queen Anne,1,Private room,1,1,1,1,4,1327,0,1,5,1,79.47315
4,Downtown,7,Entire home/apt,4,2,2,2,4,361,45,2,1125,0,210.32623
9,Other neighborhoods,1,Entire home/apt,8,2,4,5,4,119,200,1,1125,0,359.65082
3,Downtown,13,Entire home/apt,1,1,1,1,4,1522,50,1,1125,0,156.1223
2,Capitol Hill,11,Private room,2,1,1,1,4,809,25,2,1125,1,81.80654
4,Other neighborhoods,9,Entire home/apt,2,1,1,1,4,211,100,2,1125,0,95.15123
6,Central Area,18,Entire home/apt,1,2,3,3,4,1208,350,7,1125,0,564.03094
4,West Seattle,9,Entire home/apt,2,1,1,2,4,154,60,1,30,0,110.25496
2,Cascade,1,Entire home/apt,2,1,1,1,4,1258,35,2,1125,0,128.46272
1,Capitol Hill,13,Entire home/apt,1,1,0,1,4,853,200,50,450,0,59.861153
4,Capitol Hill,11,Entire home/apt,1,1,2,2,4,1259,199,7,1125,0,126.423935
6,Central Area,1,Entire home/apt,3,1,2,3,4,1112,70,2,1125,1,134.91838
6,Other neighborhoods,9,Entire home/apt,4,2,3,4,4,56,100,1,30,0,193.36266
16,Capitol Hill,11,Entire home/apt,10,3,5,8,4,201,200,1,365,1,534.64233
2,West Seattle,8,Entire home/apt,1,1,1,1,4,1278,100,5,90,1,108.57829
5,West Seattle,18,Entire home/apt,2,1,2,2,4,1033,100,2,14,1,168.62402
6,Ballard,11,Entire home/apt,1,2,5,5,4,498,40,2,10,0,241.18765
5,Downtown,1,Entire home/apt,1,1,0,3,4,1551,40,1,21,1,119.48796
4,Downtown,7,Entire home/apt,2,1,1,2,4,373,50,2,1125,0,137.50209
4,Other neighborhoods,1,Entire home/apt,4,1,2,2,4,977,150,30,365,0,120.17524
1,Beacon Hill,18,Private room,1,1,1,2,4,531,120,7,360,0,87.02705
3,Capitol Hill,1,Entire home/apt,2,1,0,2,4,677,0,1,27,1,116.66854
3,Ballard,1,Entire home/apt,1,1,1,2,4,889,89,1,1125,1,132.86908
4,Downtown,7,Entire home/apt,1,1,1,2,4,102,95,2,365,0,111.12402
4,Queen Anne,9,Entire home/apt,2,1,0,1,4,446,140,2,1125,0,122.689804
4,Queen Anne,10,Entire home/apt,3,1,1,1,4,1166,55,2,30,1,120.03448
8,Central Area,11,Entire home/apt,8,2,4,4,4,34,250,7,300,0,374.85632
5,Capitol Hill,18,Entire home/apt,1,3,3,3,4,380,125,3,120,0,342.2078
2,Beacon Hill,9,Entire home/apt,1,1,1,1,4,1128,15,2,10,1,90.013916
2,West Seattle,9,Entire home/apt,2,1,1,1,4,777,100,1,29,0,89.86545
2,Capitol Hill,18,Private room,1,1,1,1,4,1399,25,1,60,1,69.799446
2,Capitol Hill,1,Entire home/apt,2,1,1,1,4,739,75,30,1125,0,116.30399
5,Downtown,1,Entire home/apt,4,2,2,2,4,598,129,2,1125,1,447.25397
2,Other neighborhoods,18,Private room,1,1,1,1,4,968,35,2,1125,0,61.786236
10,Lake City,11,Entire home/apt,8,2,4,7,4,259,195,3,29,1,367.95236
2,Rainier Valley,9,Entire home/apt,2,1,1,1,4,619,50,2,365,0,105.33767
8,Ballard,13,Entire home/apt,8,1,4,4,4,574,100,2,1125,1,263.557
5,University District,1,Entire home/apt,2,1,2,3,4,192,75,2,1125,0,131.76642
6,Queen Anne,1,Entire home/apt,4,1,2,3,4,343,55,2,1125,1,197.30688
11,Central Area,11,Entire home/apt,6,2,3,5,4,1194,150,1,180,1,331.0845
4,Lake City,1,Entire home/apt,4,1,2,2,4,1105,50,2,30,0,154.1035
3,Capitol Hill,1,Entire home/apt,2,1,1,0,4,1326,85,2,1125,0,153.50346
2,Central Area,1,Entire home/apt,1,1,0,1,4,1574,40,1,21,1,85.26304
3,Beacon Hill,9,Entire home/apt,1,1,1,1,4,933,0,1,12,1,101.53415
2,Other neighborhoods,8,Private room,1,1,1,1,4,717,20,1,1125,0,73.00086
3,Capitol Hill,1,Entire home/apt,2,1,0,1,4,1368,25,1,90,0,109.718925
3,Capitol Hill,1,Entire home/apt,2,1,1,2,4,885,50,1,1125,1,136.04625
8,Other neighborhoods,11,Entire home/apt,6,2,3,5,4,986,165,2,1125,1,263.7305
3,Other neighborhoods,1,Entire home/apt,1,1,1,1,4,1256,35,2,1125,0,94.57988
6,Seward Park,9,Entire home/apt,4,1,2,3,4,509,75,1,7,1,187.86359
1,Cascade,18,Private room,1,1,1,1,4,1465,50,5,120,0,130.29639
1,Downtown,14,Shared room,1,1,1,1,4,736,10,1,1125,1,48.304386
2,Northgate,10,Entire home/apt,3,1,0,2,4,1130,40,3,120,0,92.18791
2,Downtown,1,Entire home/apt,1,1,0,1,4,1304,75,6,1125,0,129.90045
4,Capitol Hill,1,Entire home/apt,1,1,2,2,4,720,190,30,1125,0,161.834
4,Downtown,1,Entire home/apt,3,1,2,1,4,1337,0,2,1125,0,186.29051
1,Capitol Hill,11,Shared room,1,1,1,1,4,1572,15,1,21,1,36.457592
2,Downtown,1,Entire home/apt,1,1,1,1,4,1289,79,3,1125,1,194.55322
8,Queen Anne,11,Entire home/apt,1,3,4,5,4,1260,250,3,1125,0,433.25754
2,Seward Park,9,Entire home/apt,2,1,0,2,4,513,40,1,20,1,81.03525
2,Ballard,7,Entire home/apt,2,1,1,1,4,1016,55,2,100,1,108.6581
6,Central Area,11,Entire home/apt,1,1,3,3,4,1362,80,1,1125,1,150.28448
3,Other neighborhoods,11,Entire home/apt,2,1,2,2,4,1502,30,2,14,0,110.50791
4,Queen Anne,1,Entire home/apt,2,1,1,3,4,1263,160,1,29,1,216.73424
2,Beacon Hill,11,Private room,1,1,1,1,4,1387,15,1,14,1,54.461258
6,Central Area,20,Entire home/apt,6,4,4,5,4,559,210,3,60,0,485.515
2,Ballard,11,Private room,2,1,1,1,4,1374,55,1,1125,1,97.44916
4,Downtown,7,Entire home/apt,1,1,1,2,4,328,49,1,1125,1,118.37924
5,Downtown,1,Entire home/apt,5,2,2,3,4,317,99,1,365,1,902.3765
2,Other neighborhoods,18,Private room,2,1,1,1,4,613,35,2,21,0,69.18433
6,Other neighborhoods,11,Entire home/apt,1,1,2,3,4,1239,0,2,1125,1,131.1586
1,Capitol Hill,11,Shared room,2,1,1,1,4,83,150,4,90,0,87.443954
3,Central Area,18,Entire home/apt,2,1,1,2,4,895,65,2,120,0,129.79977
7,Other neighborhoods,11,Entire home/apt,2,1,2,3,4,591,25,3,1125,0,134.07838
2,West Seattle,11,Private room,1,1,1,1,4,1072,10,3,180,0,66.07635
5,Downtown,1,Entire home/apt,4,2,2,2,4,744,129,2,1125,1,354.88376
2,Cascade,15,Entire home/apt,1,1,1,1,4,305,75,2,1125,1,129.39183
3,Central Area,1,Entire home/apt,2,1,1,2,4,1215,55,3,1124,0,114.66488
2,Downtown,1,Entire home/apt,1,1,1,1,4,916,75,5,1125,0,180.69617
5,Downtown,1,Entire home/apt,4,1,2,2,4,602,129,2,1125,1,331.80396
2,University District,1,Entire home/apt,1,1,1,1,4,1206,50,1,1125,0,121.04164
6,Beacon Hill,18,Entire home/apt,4,1,2,2,4,877,125,1,1125,0,139.5466
2,Capitol Hill,11,Private room,2,1,1,1,4,1474,50,2,1125,1,100.82896
6,Downtown,13,Entire home/apt,1,1,2,2,4,97,130,2,180,0,135.27673
4,Other neighborhoods,11,Entire home/apt,7,2,4,4,4,759,445,28,90,1,112.29261
6,Downtown,1,Entire home/apt,1,2,2,4,4,392,135,3,1125,1,432.2295
3,Other neighborhoods,11,Private room,1,2,1,1,4,1165,25,1,365,1,69.586555
6,Central Area,11,Entire home/apt,4,1,2,10,4,1158,75,2,1125,1,184.71857
4,Queen Anne,1,Entire home/apt,2,1,1,3,4,1263,160,1,29,1,216.73424
2,Queen Anne,11,Private room,1,1,1,1,4,1392,0,3,14,0,75.283226
6,Delridge,11,Private room,4,1,2,4,4,339,0,2,28,0,170.92657
5,Downtown,1,Entire home/apt,1,1,2,2,4,906,60,2,1125,1,175.72441
2,Capitol Hill,1,Entire home/apt,2,1,0,1,4,581,50,1,1125,1,181.65005
7,Other neighborhoods,11,Entire home/apt,2,1,2,2,4,1046,60,2,14,0,121.18974
2,Other neighborhoods,1,Entire home/apt,1,1,1,1,4,238,125,2,365,0,95.50503
2,Beacon Hill,11,Private room,1,1,1,1,4,1510,0,2,1125,0,70.533226
4,Central Area,1,Entire home/apt,4,1,1,2,4,1173,70,2,1125,0,126.610245
5,Downtown,1,Entire home/apt,4,2,2,2,4,753,129,2,1125,1,350.95996
4,Queen Anne,1,Entire home/apt,1,1,1,2,4,190,35,2,5,0,84.06591
7,Other neighborhoods,11,Entire home/apt,1,2,3,3,4,1240,125,2,200,1,239.03203
6,Delridge,18,Entire home/apt,4,2,2,3,4,198,140,2,180,0,158.9605
8,Cascade,1,Entire home/apt,1,1,2,5,4,456,175,3,1125,0,298.00922
2,University District,11,Private room,1,1,1,1,4,1576,30,1,21,1,81.35504
2,Capitol Hill,11,Private room,2,1,1,2,4,169,30,1,14,0,69.49242
2,Other neighborhoods,10,Entire home/apt,1,1,1,1,4,709,55,1,90,0,114.12932
5,Downtown,7,Entire home/apt,2,2,2,3,4,1232,60,3,1125,0,217.21837
2,Capitol Hill,9,Private room,1,1,1,1,4,1413,30,1,30,0,74.81223
3,Capitol Hill,1,Entire home/apt,2,1,1,1,4,1220,50,2,40,1,142.36076
4,West Seattle,10,Entire home/apt,2,1,0,2,4,1501,40,2,30,1,86.68512
4,Other neighborhoods,9,Entire home/apt,1,1,2,2,4,658,50,2,1125,0,135.93488
2,Ballard,9,Entire home/apt,2,1,1,1,4,452,75,3,1125,0,118.97566
6,Other neighborhoods,11,Entire home/apt,6,2,3,3,4,248,313,2,1125,1,123.77193
4,Ballard,8,Entire home/apt,1,1,2,2,4,1146,60,3,30,0,126.61993
2,Magnolia,18,Private room,1,1,1,1,4,696,20,1,1125,0,84.465355
2,Beacon Hill,11,Shared room,1,1,1,1,4,1437,10,1,1125,0,25.826672
4,Other neighborhoods,1,Entire home/apt,2,1,1,2,4,650,0,3,90,0,111.15828
2,Downtown,1,Entire home/apt,2,1,1,1,4,405,100,3,30,1,436.36447
7,Central Area,18,Entire home/apt,4,1,2,4,4,201,90,1,365,1,167.01231
2,Rainier Valley,9,Entire home/apt,1,1,1,1,4,1446,50,2,30,1,99.4757
3,Queen Anne,1,Entire home/apt,2,1,1,1,4,687,25,1,10,0,90.558624
6,Other neighborhoods,10,Entire home/apt,6,1,1,2,4,349,85,2,12,1,189.1939
2,Other neighborhoods,11,Private room,1,1,1,1,4,1498,0,1,7,1,60.217228
2,Downtown,1,Entire home/apt,3,1,0,1,4,587,47,1,90,1,225.34294
4,Cascade,1,Entire home/apt,1,2,2,2,4,720,230,30,1125,0,219.05344
2,University District,11,Private room,1,1,1,1,4,76,20,1,21,1,60.604847
2,Downtown,1,Entire home/apt,2,1,0,1,4,12,0,2,1125,1,157.45517
20,Central Area,11,Entire home/apt,12,3,6,10,4,206,200,1,365,1,575.1185
8,Other neighborhoods,11,Entire home/apt,6,2,4,6,4,1003,140,2,31,0,226.24927
2,Central Area,18,Private room,2,1,1,1,4,955,25,1,5,0,68.87451
2,Other neighborhoods,11,Private room,1,2,1,1,4,1569,20,1,21,1,59.24142
3,Other neighborhoods,1,Entire home/apt,2,1,1,1,4,98,30,22,1125,0,106.27705
2,Other neighborhoods,11,Private room,1,1,1,1,4,1023,0,1,3,1,62.50286
9,Capitol Hill,18,Entire home/apt,4,2,2,3,4,1151,65,2,25,0,212.38202
2,Cascade,15,Entire home/apt,1,1,1,1,4,295,75,2,1125,1,129.39183
8,Ballard,11,Entire home/apt,6,2,3,3,4,1082,100,3,1125,1,256.03336
16,Ballard,11,Entire home/apt,6,2,6,9,4,818,215,1,365,1,320.12842
2,Delridge,17,Entire home/apt,1,1,0,1,4,93,0,1,1125,1,77.36643
2,Downtown,1,Entire home/apt,1,1,1,1,4,914,75,30,1125,0,155.83978
8,Central Area,11,Entire home/apt,1,2,3,4,4,351,120,1,1125,1,302.92923
5,Other neighborhoods,1,Entire home/apt,5,1,2,3,4,401,100,1,1125,1,233.10263
1,Other neighborhoods,11,Private room,1,3,1,1,4,40,10,3,21,0,54.53864
4,Capitol Hill,1,Entire home/apt,2,1,1,2,4,1328,50,2,29,1,139.58113
2,Other neighborhoods,11,Entire home/apt,1,1,1,1,4,1185,0,1,1125,1,95.48473
3,Ballard,1,Entire home/apt,2,1,1,3,4,135,80,2,1125,0,129.5499
2,Downtown,7,Entire home/apt,2,2,1,1,4,607,150,6,1125,0,156.0696
8,West Seattle,11,Entire home/apt,5,2,4,5,4,246,150,1,28,0,276.5207
2,Other neighborhoods,1,Entire home/apt,1,1,1,1,4,611,25,1,30,1,97.48875
8,Rainier Valley,11,Entire home/apt,1,3,4,6,4,355,499,2,1125,0,534.9697
4,Capitol Hill,18,Entire home/apt,2,2,2,0,4,813,70,2,14,1,219.4013
2,Queen Anne,11,Entire home/apt,2,1,1,1,4,214,75,1,1124,1,106.46057
1,Capitol Hill,11,Shared room,1,1,1,1,4,1577,15,1,21,1,36.457592
2,Downtown,7,Entire home/apt,1,1,0,1,4,547,90,4,180,1,144.88744
7,Other neighborhoods,11,Entire home/apt,4,1,3,5,4,684,150,2,1125,0,204.17073
4,Ballard,1,Entire home/apt,2,1,1,1,4,1267,80,2,1125,1,153.11348
4,Downtown,15,Entire home/apt,2,1,1,2,4,230,62,1,14,1,110.7105
7,Downtown,13,Entire home/apt,2,1,0,3,4,89,50,1,365,0,121.43829
4,Downtown,1,Entire home/apt,2,1,1,2,4,1421,25,1,1125,0,116.85201
6,Rainier Valley,1,Entire home/apt,4,1,2,3,4,236,150,3,1125,1,234.65404
7,Capitol Hill,10,Entire home/apt,1,1,2,2,4,152,100,2,30,1,163.30695
3,Capitol Hill,1,Entire home/apt,2,1,1,1,4,697,35,1,60,1,109.28223
2,University District,11,Private room,1,2,1,1,4,1576,20,1,21,1,81.768616
2,Downtown,13,Entire home/apt,2,1,1,1,4,755,85,3,1125,1,159.2399
3,Other neighborhoods,9,Entire home/apt,2,1,1,1,4,249,40,2,31,1,81.91127
5,Capitol Hill,7,Entire home/apt,1,1,2,2,4,542,50,1,90,1,130.87903
2,Beacon Hill,7,Private room,1,1,1,1,4,1332,30,1,4,0,66.46213
8,Magnolia,11,Entire home/apt,4,2,2,10,4,557,180,2,1125,1,202.56311
4,Beacon Hill,9,Entire home/apt,2,1,1,2,4,1031,50,1,1125,1,110.937904
6,Rainier Valley,4,Entire home/apt,1,1,2,2,4,1503,100,1,30,1,164.89229
2,Other neighborhoods,18,Private room,2,1,1,1,4,1154,30,2,1125,0,69.440895
4,Downtown,15,Entire home/apt,1,2,1,1,4,844,50,3,1125,1,175.39482
4,Other neighborhoods,9,Entire home/apt,2,1,1,1,4,1429,50,1,1125,0,111.90045
2,Capitol Hill,1,Entire home/apt,1,1,0,1,4,1219,50,2,12,1,158.59781
7,Delridge,10,Entire home/apt,7,1,2,4,4,207,100,1,31,1,189.64276
4,Other neighborhoods,9,Entire home/apt,3,1,1,2,4,1108,25,2,1125,1,104.7703
4,West Seattle,18,Entire home/apt,4,2,2,2,4,480,160,1,14,0,253.39876
6,University District,1,Entire home/apt,4,1,2,3,4,1197,100,1,1125,0,167.59862
4,Downtown,1,Entire home/apt,2,1,0,1,4,595,60,1,30,1,182.91928
2,Downtown,1,Entire home/apt,1,1,1,1,4,1340,25,2,1125,0,134.70189
8,Central Area,11,Entire home/apt,1,1,3,4,4,540,150,2,180,1,253.97481
4,Rainier Valley,11,Entire home/apt,4,1,2,2,4,674,35,2,1125,0,118.74888
2,Downtown,1,Entire home/apt,2,1,0,1,4,1305,75,1,120,1,150.23184
2,Magnolia,11,Private room,1,1,1,1,4,371,0,2,1125,1,85.280174
3,Downtown,1,Entire home/apt,1,1,1,1,4,390,39,4,1125,1,175.3886
4,Rainier Valley,9,Entire home/apt,1,1,1,2,4,1004,75,2,1125,1,122.26992
2,Downtown,1,Entire home/apt,1,1,0,1,4,912,75,5,120,0,143.78198
5,Other neighborhoods,11,Entire home/apt,2,2,3,3,4,1034,100,4,1125,0,185.25764
1,Downtown,14,Shared room,1,2,1,1,4,786,10,1,1125,1,44.258278
2,Other neighborhoods,10,Entire home/apt,1,1,0,1,4,1537,60,1,30,0,87.04923
2,Northgate,11,Private room,1,1,1,1,4,775,0,1,7,1,81.095634
2,Other neighborhoods,1,Entire home/apt,1,1,1,1,4,738,35,2,29,0,86.48581
4,Central Area,7,Entire home/apt,2,1,1,2,4,888,125,30,1125,0,124.65254
3,Rainier Valley,11,Private room,2,1,1,2,4,358,0,1,1125,0,80.92594
5,Downtown,1,Entire home/apt,2,1,1,2,4,1221,70,2,1125,1,182.34573
2,Other neighborhoods,11,Private room,1,1,1,1,4,1542,25,1,1125,0,61.30129
2,Central Area,11,Private room,1,1,1,1,4,1410,0,1,1125,0,73.9037
2,Other neighborhoods,11,Private room,1,1,1,1,4,1205,25,2,14,0,70.77899
4,Ballard,1,Entire home/apt,2,1,1,3,4,1047,50,1,12,0,126.09715
4,Rainier Valley,9,Entire home/apt,2,1,1,2,4,179,0,2,1125,1,105.62818
4,Beacon Hill,9,Entire home/apt,1,2,2,2,4,1290,100,3,30,0,155.41904
12,Rainier Valley,18,Entire home/apt,8,2,4,6,4,120,252,1,365,1,605.8788
5,Central Area,18,Entire home/apt,5,2,3,3,4,388,120,2,15,0,248.39232
6,Capitol Hill,11,Entire home/apt,1,1,2,4,4,213,50,2,21,1,159.73552
4,Downtown,1,Entire home/apt,4,2,2,2,4,1302,120,3,1125,1,304.10028
6,Cascade,1,Entire home/apt,1,2,2,4,4,845,99,1,1125,1,273.2324
3,West Seattle,9,Entire home/apt,2,1,1,1,4,429,50,2,4,0,103.278755
3,Downtown,7,Entire home/apt,2,1,0,2,4,145,60,3,1124,1,117.81968
2,Northgate,11,Private room,1,1,1,1,4,991,15,1,365,0,55.647266
3,West Seattle,9,Entire home/apt,1,1,1,1,4,1155,30,2,30,1,87.66562
2,Other neighborhoods,11,Private room,2,1,1,1,4,568,0,1,30,0,76.241844
2,Central Area,18,Entire home/apt,2,1,0,1,4,1125,35,1,90,1,99.06102
6,Other neighborhoods,11,Entire home/apt,6,2,3,4,4,226,200,7,14,0,336.64313
2,Queen Anne,1,Entire home/apt,1,1,1,1,4,73,50,1,1125,0,108.37891
2,West Seattle,10,Entire home/apt,2,1,0,1,4,250,40,2,90,0,79.401184
4,Central Area,13,Entire home/apt,2,1,1,2,4,579,0,2,1124,0,180.82031
2,West Seattle,11,Entire home/apt,2,2,1,1,4,990,90,2,50,0,108.433586
4,Downtown,7,Entire home/apt,4,1,1,2,4,161,125,1,365,1,123.170944
4,Cascade,7,Entire home/apt,4,1,1,1,4,1012,50,2,1125,0,144.21748
2,Rainier Valley,1,Entire home/apt,2,1,1,1,4,728,75,4,7,0,110.76272
2,Other neighborhoods,1,Entire home/apt,1,1,1,1,4,1195,50,2,7,0,102.86525
3,Queen Anne,1,Entire home/apt,2,1,1,2,4,406,35,3,30,1,91.11747
2,Downtown,1,Entire home/apt,2,1,0,1,4,918,50,1,1125,1,137.28247
2,Rainier Valley,9,Entire home/apt,1,1,1,1,4,1089,25,14,60,1,62.37625
4,Central Area,4,Entire home/apt,4,1,2,3,4,222,75,2,30,1,132.44923
3,Queen Anne,9,Entire home/apt,2,1,0,1,4,1493,10,2,7,1,86.432106
4,Capitol Hill,11,Entire home/apt,1,1,2,2,4,255,90,2,8,0,120.27118
2,Queen Anne,18,Private room,1,1,1,1,4,1132,109,2,14,0,198.04774
2,Other neighborhoods,11,Entire home/apt,1,1,1,1,4,28,25,2,1125,1,84.142555
4,Other neighborhoods,4,Entire home/apt,1,1,1,2,4,514,75,2,1125,0,120.1792
2,Capitol Hill,1,Entire home/apt,1,1,1,1,4,1329,65,3,1125,0,123.32069
14,West Seattle,11,Entire home/apt,10,3,4,4,4,346,275,3,95,0,616.4216
4,Downtown,7,Entire home/apt,2,1,1,2,4,596,145,1,29,0,158.58206
2,Rainier Valley,11,Private room,1,1,1,1,4,7,35,2,1125,0,59.97136
4,Other neighborhoods,2,Private room,1,1,1,3,4,156,0,1,20,0,69.96434
3,Downtown,1,Entire home/apt,1,1,1,1,4,892,60,2,1125,1,169.97098
4,Downtown,13,Entire home/apt,2,1,0,2,4,623,85,2,60,0,325.2982
2,Beacon Hill,11,Private room,2,1,1,1,4,20,15,1,1125,1,56.012352
8,Queen Anne,11,Entire home/apt,4,1,3,3,4,1201,75,1,90,0,240.01341
2,Other neighborhoods,9,Entire home/apt,1,1,1,0,4,14,39,1,10,0,86.45752
2,Capitol Hill,11,Private room,1,1,1,1,4,1566,25,1,21,1,74.26788
6,Other neighborhoods,9,Entire home/apt,3,1,2,3,4,1508,88,2,10,0,196.37909
6,Other neighborhoods,1,Entire home/apt,2,1,2,3,4,1148,90,28,1125,0,161.86798
6,Downtown,1,Entire home/apt,1,2,2,3,4,333,99,1,1125,1,974.7193
6,Queen Anne,1,Entire home/apt,4,1,2,3,4,197,130,2,1125,1,208.52948
5,Downtown,1,Entire home/apt,4,2,2,2,4,598,129,2,1125,1,447.25397
3,Cascade,11,Entire home/apt,2,2,2,3,4,770,75,1,60,0,200.90648
6,Other neighborhoods,11,Entire home/apt,6,1,3,0,4,247,150,2,1125,0,231.958
1,Other neighborhoods,11,Private room,1,1,1,1,4,1145,15,5,1125,0,74.41372
3,Capitol Hill,1,Entire home/apt,2,1,1,1,4,1101,60,2,12,1,155.85414
3,Queen Anne,1,Entire home/apt,2,1,1,1,4,1103,60,1,1125,1,121.97177
8,Central Area,18,Entire home/apt,6,2,3,4,4,114,125,2,1124,0,249.11023
3,Downtown,1,Entire home/apt,2,1,0,1,4,747,89,2,1125,1,147.1354
4,Central Area,7,Entire home/apt,2,1,2,2,4,1224,150,30,90,0,131.82103
2,Delridge,18,Private room,1,1,1,1,4,868,50,1,1125,1,75.64707
2,Downtown,13,Entire home/apt,2,1,0,1,4,1523,70,2,1125,0,129.4015
2,Other neighborhoods,1,Entire home/apt,1,1,1,1,4,693,40,2,1125,1,102.73311
4,Other neighborhoods,11,Entire home/apt,2,1,2,2,4,172,50,1,28,0,112.25827
2,Capitol Hill,1,Entire home/apt,1,1,0,1,4,1324,50,2,12,1,156.65556
2,Other neighborhoods,9,Entire home/apt,1,1,1,1,4,685,75,4,180,0,120.85142
4,Downtown,7,Entire home/apt,2,1,0,3,4,164,65,1,27,1,82.664246
4,West Seattle,11,Entire home/apt,1,2,2,4,4,1060,100,2,30,0,173.81062
4,Downtown,1,Entire home/apt,2,1,1,1,4,395,90,2,1125,0,191.87868
3,Magnolia,11,Entire home/apt,1,1,2,2,4,1356,100,1,1125,0,136.85298
2,West Seattle,2,Private room,1,1,1,1,4,941,0,2,1125,0,142.55544
2,Cascade,1,Entire home/apt,2,1,1,1,4,1550,0,1,1125,1,195.73894
2,Downtown,1,Entire home/apt,1,1,0,1,4,1310,75,30,1125,0,139.54573
1,Other neighborhoods,11,Private room,1,1,1,1,4,1488,20,1,1125,0,56.275528
3,Downtown,1,Entire home/apt,2,1,1,1,4,599,89,2,1125,1,247.42513
3,Cascade,1,Entire home/apt,1,1,1,1,4,719,55,1,1125,1,170.96867
2,Capitol Hill,1,Entire home/apt,2,1,1,1,4,749,75,2,1125,1,135.091
3,Downtown,1,Entire home/apt,2,1,0,1,4,747,89,2,1125,1,147.1354
6,Other neighborhoods,11,Entire home/apt,1,2,3,4,4,562,75,5,60,0,275.09015
2,Capitol Hill,11,Private room,1,1,1,1,4,1467,35,1,7,1,74.294876
2,Other neighborhoods,10,Entire home/apt,2,1,1,1,4,1198,60,2,30,1,97.51869
8,Downtown,13,Entire home/apt,6,2,3,7,4,171,197,1,365,1,395.26434
3,Downtown,7,Entire home/apt,2,1,1,2,4,814,100,3,1125,0,140.72078
2,Capitol Hill,0,Private room,1,1,0,1,4,27,0,1,1125,1,67.715515
6,Capitol Hill,1,Entire home/apt,4,1,2,3,4,512,85,2,1125,1,179.6751
4,Downtown,7,Entire home/apt,1,1,1,1,4,243,135,2,1125,0,108.91805
5,Delridge,9,Entire home/apt,1,1,2,2,4,1038,50,2,1125,1,112.4897
2,Seward Park,11,Private room,1,1,1,1,4,64,15,1,21,1,49.85762
3,West Seattle,1,Entire home/apt,1,1,0,2,4,644,25,2,28,0,104.84572
6,Capitol Hill,11,Entire home/apt,2,2,2,3,4,118,43,2,1124,0,156.63156
1,Capitol Hill,11,Private room,1,2,1,1,4,61,15,2,1125,0,58.570713
1,Other neighborhoods,11,Private room,1,1,1,1,4,1500,20,1,30,1,52.95135
2,Central Area,10,Entire home/apt,2,1,1,1,4,35,20,3,90,1,91.80993
2,West Seattle,11,Private room,2,2,1,1,4,1078,30,2,1125,0,84.35797
3,Cascade,12,Entire home/apt,2,1,1,1,4,288,50,1,30,0,123.40813
2,Lake City,11,Private room,1,1,1,1,4,1445,0,2,1125,0,100.67727
3,Downtown,1,Entire home/apt,2,1,1,1,4,599,89,2,1125,1,247.42513
2,Capitol Hill,1,Entire home/apt,1,1,1,1,4,1274,75,7,150,0,113.54184
4,Other neighborhoods,11,Entire home/apt,2,1,2,2,4,1269,100,2,365,0,123.238106
2,Central Area,11,Private room,1,1,1,1,4,609,25,1,1125,0,87.49682
2,Magnolia,11,Private room,1,1,1,1,4,864,0,1,29,1,89.793175
4,Downtown,7,Entire home/apt,4,1,2,3,4,740,135,1,365,1,142.40213
6,Central Area,11,Entire home/apt,1,2,3,3,4,835,150,1,30,1,222.02173
5,Downtown,1,Entire home/apt,4,2,2,2,4,599,129,2,1125,1,447.25397
2,Other neighborhoods,11,Private room,2,1,1,1,4,181,40,1,7,0,53.03305
1,Other neighborhoods,11,Private room,1,1,1,1,4,1472,35,3,90,0,60.018894
4,Downtown,7,Entire home/apt,2,1,1,2,4,605,65,3,100,0,174.14981
4,Other neighborhoods,1,Entire home/apt,1,1,2,2,4,500,80,2,1125,1,145.77245
6,Rainier Valley,11,Entire home/apt,2,1,1,3,4,1168,60,2,1125,0,116.59373
2,Downtown,1,Entire home/apt,2,1,0,1,4,706,50,2,1125,1,176.9706
3,Downtown,7,Entire home/apt,2,1,1,1,4,703,125,1,28,0,144.77228
4,Ballard,1,Entire home/apt,3,1,1,3,4,502,95,3,1125,0,128.37477
