accommodates,neighbourhood_group_cleansed,property_type,room_type,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,price
1,University District,11,Shared room,1,1,1,1,4,84,75,4,90,0,38.99201
8,Ballard,18,Entire home/apt,8,2,3,5,4,153,195,1,365,1,335.80447
4,West Seattle,11,Entire home/apt,4,2,2,2,4,527,120,2,21,1,168.53285
6,Capitol Hill,11,Entire home/apt,4,3,2,2,4,1462,150,3,1125,0,256.28494
2,Queen Anne,9,Entire home/apt,1,1,1,1,4,417,30,2,14,1,98.78818
3,Lake City,9,Entire home/apt,1,1,0,1,4,566,30,1,20,1,92.50888
3,Downtown,1,Entire home/apt,2,1,1,1,4,753,89,2,1125,1,175.23964
2,Delridge,10,Entire home/apt,2,1,2,2,4,610,50,3,14,1,100.57696
4,Beacon Hill,7,Entire home/apt,1,1,2,2,4,1339,200,3,1125,0,111.694016
2,Cascade,15,Entire home/apt,1,1,1,1,4,321,75,2,1125,1,139.08174
1,Capitol Hill,11,Shared room,1,0,1,1,4,49,75,4,1125,0,41.324924
2,Queen Anne,18,Private room,1,1,1,1,4,1384,30,1,7,0,76.87011
3,Other neighborhoods,9,Entire home/apt,3,1,1,1,4,1422,40,1,8,1,90.32587
4,Capitol Hill,1,Entire home/apt,1,1,1,1,4,1564,25,2,10,0,117.559586
10,Other neighborhoods,11,Entire home/apt,1,3,4,5,4,1067,120,5,1125,0,482.58743
2,Capitol Hill,11,Private room,1,2,1,1,4,589,15,3,30,1,93.035484
3,Beacon Hill,11,Entire home/apt,3,1,2,2,4,771,150,3,1125,0,82.36874
4,Central Area,11,Private room,2,1,1,2,4,53,40,2,14,0,72.88902
4,Other neighborhoods,9,Entire home/apt,4,1,1,2,4,690,50,2,28,0,147.4832
2,Other neighborhoods,5,Entire home/apt,1,1,1,1,4,1454,80,3,14,0,133.27632
6,Central Area,11,Entire home/apt,4,1,2,3,4,1468,60,2,1125,0,134.23712
2,Delridge,18,Private room,1,1,1,1,4,1417,0,1,7,1,55.881363
2,Other neighborhoods,1,Entire home/apt,1,1,1,1,4,1268,35,3,59,0,82.00744
8,Other neighborhoods,11,Entire home/apt,8,2,3,4,4,642,185,2,1125,1,248.45166
4,Downtown,18,Entire home/apt,1,2,2,2,4,131,400,28,180,0,228.02751
2,Other neighborhoods,11,Private room,3,1,1,1,4,427,30,1,1125,1,66.43326
1,Rainier Valley,9,Private room,1,1,1,1,4,1380,0,1,1125,1,58.12365
6,Cascade,12,Entire home/apt,6,1,2,3,4,1563,70,1,1125,1,152.63635
6,Downtown,1,Entire home/apt,6,2,2,3,4,336,99,1,365,1,1004.95166
5,Downtown,1,Entire home/apt,4,2,2,2,4,752,129,2,1125,1,350.95996
4,Other neighborhoods,9,Entire home/apt,2,1,2,2,4,277,65,1,31,0,117.4762
11,Northgate,11,Entire home/apt,6,2,3,5,4,1085,90,1,1125,1,213.938
2,Capitol Hill,11,Entire home/apt,1,2,3,3,4,1025,0,120,220,0,192.30537
4,Central Area,9,Entire home/apt,1,1,1,1,4,1275,0,1,1125,1,106.77048
3,Downtown,1,Entire home/apt,2,1,1,1,4,747,89,2,1125,1,175.23964
2,Capitol Hill,1,Entire home/apt,1,1,1,1,4,1159,70,3,1125,1,122.929634
2,Ballard,18,Private room,1,1,1,1,4,1533,15,1,8,1,61.643322
4,Magnolia,11,Entire home/apt,2,1,0,2,4,1479,25,1,10,0,86.80427
4,West Seattle,9,Entire home/apt,2,1,2,3,4,185,70,2,30,1,127.16254
2,Other neighborhoods,11,Private room,2,4,1,2,4,368,45,2,180,1,62.157234
8,Central Area,11,Entire home/apt,1,2,3,4,4,350,120,2,1125,1,300.24448
3,Downtown,1,Entire home/apt,2,1,0,1,4,745,89,2,1125,1,151.0592
8,Capitol Hill,18,Entire home/apt,6,2,3,4,4,1056,200,2,1125,0,297.86023
4,Downtown,7,Entire home/apt,1,1,1,1,4,391,71,1,28,1,148.39719
1,Capitol Hill,18,Private room,1,1,1,1,4,63,0,30,120,1,49.181347
2,Other neighborhoods,1,Private room,1,3,1,1,4,17,10,2,30,0,46.349075
2,Other neighborhoods,11,Entire home/apt,2,1,1,1,4,1010,20,1,20,1,83.30968
2,Other neighborhoods,18,Private room,1,1,1,1,4,708,50,1,1125,0,106.07427
3,Capitol Hill,1,Entire home/apt,2,1,0,1,4,753,89,21,1125,1,153.77708
3,Downtown,7,Entire home/apt,2,1,1,1,4,1227,55,3,1125,1,172.83409
6,Downtown,1,Entire home/apt,1,2,2,3,4,911,100,1,1125,1,329.02335
4,Capitol Hill,1,Entire home/apt,2,1,0,1,4,1367,0,2,1124,0,132.36966
5,Lake City,1,Entire home/apt,4,2,2,3,4,682,80,3,88,0,207.30598
3,Downtown,1,Entire home/apt,2,1,1,1,4,602,89,2,1125,1,247.42513
4,Other neighborhoods,11,Entire home/apt,1,1,2,3,4,461,120,2,28,1,130.69919
2,Capitol Hill,1,Entire home/apt,1,1,0,1,4,782,50,1,1125,1,116.498665
2,Downtown,1,Entire home/apt,2,1,1,1,4,766,85,1,1125,1,167.72418
4,West Seattle,11,Entire home/apt,2,1,2,2,4,997,90,2,1125,0,117.709015
3,Downtown,1,Entire home/apt,1,1,1,1,4,1573,20,2,1125,1,138.51297
2,Lake City,11,Private room,1,2,1,1,4,1463,20,3,1125,0,55.648243
3,West Seattle,1,Entire home/apt,1,1,0,1,4,1036,100,3,120,1,139.78545
2,Downtown,1,Entire home/apt,1,1,0,1,4,1230,45,2,1125,1,117.87595
2,Capitol Hill,1,Private room,2,1,1,1,4,1282,40,2,30,0,103.52872
2,Other neighborhoods,11,Private room,1,1,1,1,4,1546,15,1,21,0,52.507076
2,Cascade,15,Entire home/apt,1,1,1,1,4,297,75,2,1125,1,129.39183
8,University District,9,Entire home/apt,1,2,4,4,4,217,75,3,1125,1,218.26115
3,Downtown,1,Entire home/apt,2,1,1,2,4,1254,20,2,1125,1,142.25908
2,University District,1,Entire home/apt,1,1,1,1,4,1271,50,2,1125,1,115.4855
2,Cascade,12,Entire home/apt,2,1,1,1,4,1314,58,1,30,0,144.49767
5,Downtown,1,Entire home/apt,4,2,2,3,4,916,75,30,1125,1,277.8909
6,Rainier Valley,11,Private room,1,1,3,2,4,824,40,1,1125,1,101.35869
2,Downtown,1,Entire home/apt,1,1,1,1,4,1289,79,3,1125,1,194.55322
2,Other neighborhoods,18,Private room,2,1,1,1,4,1188,25,1,365,1,67.937454
2,Capitol Hill,1,Entire home/apt,2,1,0,1,4,545,50,3,1125,0,118.98898
10,Other neighborhoods,11,Entire home/apt,8,2,3,6,4,199,115,1,1125,0,285.0686
2,Downtown,1,Entire home/apt,2,1,1,2,4,88,10,2,1125,1,120.30495
3,Beacon Hill,11,Private room,3,1,1,2,4,806,15,1,100,1,47.713737
10,Capitol Hill,11,Entire home/apt,8,3,6,7,4,242,300,3,1125,0,599.50256
2,Beacon Hill,18,Private room,1,1,1,1,4,1369,40,1,7,0,72.256775
5,Downtown,1,Entire home/apt,1,1,1,3,4,10,40,1,21,1,105.879425
2,West Seattle,4,Private room,2,1,1,1,4,1432,85,1,1125,0,98.56483
10,Rainier Valley,1,Entire home/apt,6,2,3,3,4,1121,160,2,1125,0,379.79614
6,Cascade,1,Entire home/apt,4,1,1,3,4,1127,100,5,1125,1,512.65204
2,Beacon Hill,11,Private room,1,1,1,1,2,57,5,1,25,0,54.75792
4,Rainier Valley,11,Entire home/apt,2,1,1,2,4,24,0,2,90,0,102.336555
3,Delridge,11,Private room,2,1,1,1,4,473,15,1,1125,0,54.62757
3,Downtown,1,Entire home/apt,2,1,0,1,4,921,50,1,30,1,121.65505
3,Downtown,1,Entire home/apt,2,1,0,1,4,747,89,2,1125,1,147.1354
3,Cascade,9,Entire home/apt,2,1,1,1,4,962,25,1,1125,1,114.42825
2,Beacon Hill,11,Private room,1,1,1,1,4,221,25,2,24,1,54.418705
4,Ballard,18,Entire home/apt,2,2,2,2,4,15,100,7,1125,0,130.71481
3,Rainier Valley,11,Private room,2,2,1,2,4,367,30,1,30,1,69.24939
5,Beacon Hill,9,Entire home/apt,1,1,1,2,4,1170,50,2,90,1,102.06343
3,Other neighborhoods,9,Entire home/apt,1,1,1,1,4,397,0,2,30,1,99.83026
2,Delridge,9,Entire home/apt,1,1,1,1,4,964,30,2,1125,0,71.84379
4,Northgate,11,Entire home/apt,1,1,2,2,4,1440,75,5,1125,0,173.86288
2,West Seattle,18,Private room,1,2,1,1,4,283,24,1,1125,0,62.55841
4,Other neighborhoods,11,Private room,2,1,2,2,4,1398,40,2,10,1,82.04143
2,West Seattle,11,Entire home/apt,2,1,1,1,4,1071,45,2,1124,1,97.81024
7,Queen Anne,1,Entire home/apt,1,2,3,4,4,1116,125,2,1125,1,302.08487
4,Other neighborhoods,1,Entire home/apt,1,1,1,2,4,376,60,2,21,1,113.56299
4,Other neighborhoods,9,Entire home/apt,1,1,2,2,4,1040,50,2,1125,1,122.989655
2,Magnolia,18,Private room,2,1,1,1,4,1402,20,1,1125,0,82.433014
2,Seward Park,1,Entire home/apt,2,1,1,1,4,529,75,25,1123,0,97.87491
3,Other neighborhoods,11,Entire home/apt,2,1,1,1,4,783,35,2,25,0,84.45104
4,Cascade,1,Entire home/apt,1,2,2,2,4,763,230,30,1125,0,163.70071
2,Rainier Valley,8,Entire home/apt,2,1,1,1,4,1181,59,3,1125,0,108.723755
4,Rainier Valley,1,Entire home/apt,1,1,1,2,4,1109,10,14,360,1,114.109795
2,Downtown,7,Entire home/apt,2,1,1,1,4,47,198,2,1125,1,132.72998
6,Other neighborhoods,11,Entire home/apt,2,1,2,4,4,1051,45,1,28,1,107.93953
2,University District,1,Private room,1,1,1,1,4,1553,15,3,7,1,71.44902
2,Downtown,1,Private room,1,1,1,1,4,412,5,1,15,1,157.0811
8,Other neighborhoods,11,Entire home/apt,1,2,4,4,4,439,150,7,548,0,212.38226
2,Rainier Valley,9,Entire home/apt,2,1,1,1,2,19,30,2,6,1,79.23891
4,Other neighborhoods,9,Entire home/apt,1,1,1,2,4,1478,55,1,7,1,107.31991
4,Other neighborhoods,1,Entire home/apt,2,1,2,3,4,1137,75,3,1125,1,180.21748
3,Downtown,1,Entire home/apt,2,1,1,1,4,744,89,2,1125,1,179.16344
3,Downtown,1,Entire home/apt,2,1,1,1,4,767,50,1,14,1,165.36546
4,Other neighborhoods,1,Entire home/apt,1,1,1,2,4,511,30,2,30,0,87.50646
3,University District,11,Shared room,1,3,1,3,4,1365,195,4,90,0,220.44919
3,Capitol Hill,1,Entire home/apt,3,1,0,2,4,754,0,1,31,1,151.45062
4,Other neighborhoods,1,Entire home/apt,2,1,1,2,4,805,100,2,21,0,105.48455
2,Rainier Valley,18,Private room,1,1,1,1,4,1505,15,2,4,1,48.820354
6,Ballard,18,Entire home/apt,4,1,2,4,4,121,35,1,1125,1,126.59249
12,Queen Anne,11,Entire home/apt,10,1,4,8,4,477,195,4,18,0,472.27505
3,Beacon Hill,10,Entire home/apt,2,1,1,2,4,900,60,2,1125,0,106.61535
2,Cascade,15,Entire home/apt,1,1,1,1,4,296,75,2,1125,1,129.39183
2,Capitol Hill,11,Private room,3,1,1,1,4,22,25,2,7,0,69.8766
2,West Seattle,9,Entire home/apt,2,1,1,2,4,425,40,1,1125,0,92.665375
2,Rainier Valley,10,Entire home/apt,2,1,0,1,4,663,45,2,62,0,86.869064
4,Northgate,11,Entire home/apt,2,1,2,2,4,60,30,2,30,1,93.05342
2,Central Area,11,Private room,1,1,1,1,4,1405,20,1,20,1,68.8077
4,Rainier Valley,1,Entire home/apt,4,1,2,3,4,1243,35,2,90,0,106.48277
2,Central Area,9,Private room,1,1,1,1,4,950,25,2,1125,1,66.68058
8,Lake City,11,Entire home/apt,4,3,4,4,1,570,250,1,1125,0,348.02176
3,Beacon Hill,1,Entire home/apt,1,1,1,1,4,1000,85,3,1125,0,129.29018
5,Capitol Hill,18,Entire home/apt,4,1,2,3,4,203,90,1,1124,0,143.13594
4,Other neighborhoods,11,Private room,2,1,2,2,4,504,0,1,1125,1,100.57805
2,Queen Anne,11,Private room,1,1,1,1,4,1189,25,2,30,1,67.49495
2,Rainier Valley,9,Entire home/apt,1,1,1,2,4,484,75,2,1125,1,111.15325
3,Downtown,15,Entire home/apt,2,1,1,1,4,162,75,2,1125,1,114.44686
2,Other neighborhoods,11,Entire home/apt,2,1,0,1,4,1080,30,2,14,0,93.32679
11,Queen Anne,1,Entire home/apt,1,1,3,7,4,123,110,2,1125,1,339.63483
8,West Seattle,11,Entire home/apt,6,2,3,3,4,106,225,1,1125,1,278.94598
2,Ballard,10,Entire home/apt,1,1,0,1,4,1026,30,2,14,0,90.487236
2,Downtown,1,Entire home/apt,1,1,0,1,4,785,75,1,30,0,125.932724
2,Capitol Hill,11,Private room,1,1,1,1,4,1568,25,1,21,1,74.26788
2,Central Area,18,Private room,2,1,1,1,4,1540,15,1,1125,1,64.66353
2,Rainier Valley,1,Entire home/apt,2,1,0,1,4,923,50,1,1125,1,106.32104
3,Queen Anne,1,Entire home/apt,2,1,1,3,4,1070,60,2,30,0,141.15945
5,Downtown,1,Entire home/apt,4,2,2,2,4,744,129,2,1125,1,354.88376
2,Magnolia,8,Private room,1,1,1,1,4,729,15,1,30,0,72.616005
2,Rainier Valley,11,Private room,1,1,1,1,4,6,25,2,21,0,54.147
4,Downtown,1,Entire home/apt,1,2,2,2,4,928,130,2,14,1,284.50116
5,Queen Anne,11,Entire home/apt,4,1,2,3,4,323,100,30,1125,1,264.56482
2,West Seattle,2,Private room,1,1,1,1,4,938,0,2,1125,0,80.82747
3,Delridge,10,Entire home/apt,2,1,1,1,4,671,35,2,60,0,68.58492
3,Downtown,1,Entire home/apt,1,1,1,1,4,892,60,2,1125,1,169.97098
2,West Seattle,1,Entire home/apt,2,1,1,1,4,866,60,3,30,1,103.66219
2,Capitol Hill,7,Entire home/apt,2,1,1,1,4,451,50,2,10,1,128.62064
4,Capitol Hill,9,Entire home/apt,2,1,2,2,4,945,40,1,14,1,124.356125
2,Central Area,18,Private room,2,1,1,1,4,1466,20,2,26,0,75.12185
6,Other neighborhoods,11,Entire home/apt,1,2,3,4,4,1261,0,2,1125,1,230.00835
8,Other neighborhoods,11,Entire home/apt,4,2,3,3,4,1099,100,1,1125,0,215.8642
10,Central Area,11,Entire home/apt,8,3,3,3,4,556,110,1,1125,1,306.51282
4,Downtown,1,Entire home/apt,1,1,1,1,4,1317,0,3,1125,0,170.69981
2,Northgate,9,Private room,2,1,1,1,4,951,50,1,1125,1,84.080536
2,Ballard,13,Entire home/apt,3,1,1,1,4,781,30,1,14,1,90.98289
2,Other neighborhoods,15,Entire home/apt,1,1,1,1,4,413,0,1,1125,1,101.154625
2,Seward Park,1,Entire home/apt,1,1,1,1,4,507,25,2,29,1,89.82866
2,Ballard,9,Entire home/apt,2,1,1,1,4,802,60,1,1125,0,105.99475
5,University District,1,Entire home/apt,2,2,2,3,4,270,100,1,1125,0,223.88205
2,Capitol Hill,7,Entire home/apt,1,1,1,1,4,257,0,1,1125,0,99.50101
2,Other neighborhoods,11,Entire home/apt,1,1,1,1,4,1007,0,2,365,1,100.76113
2,Other neighborhoods,1,Entire home/apt,2,1,1,1,4,535,75,3,120,0,110.8146
2,Ballard,11,Entire home/apt,1,1,1,1,4,266,30,2,1125,0,77.36768
2,Queen Anne,7,Private room,1,1,1,1,4,1423,26,2,1125,1,73.17328
2,Cascade,15,Entire home/apt,1,1,1,1,4,300,75,2,1125,1,129.39183
4,Downtown,7,Entire home/apt,1,1,0,2,4,159,125,30,360,1,98.3711
2,Rainier Valley,4,Private room,2,1,1,1,4,67,5,2,28,0,112.66762
6,Rainier Valley,1,Entire home/apt,3,1,3,3,4,1135,100,28,365,0,164.79573
2,Capitol Hill,1,Entire home/apt,1,1,0,1,4,1565,60,2,7,0,110.25942
2,Cascade,1,Entire home/apt,1,1,0,1,4,1316,50,1,21,1,131.80731
2,Cascade,15,Entire home/apt,1,1,1,1,4,299,75,2,1125,1,129.39183
4,Queen Anne,9,Entire home/apt,4,1,1,2,4,415,125,1,1125,0,121.99052
4,Cascade,1,Entire home/apt,3,1,2,0,4,470,88,1,1120,1,197.90996
3,Seward Park,11,Entire home/apt,2,1,1,1,0,284,50,1,14,0,98.30273
2,Delridge,18,Private room,1,1,1,1,4,1270,55,7,1125,0,61.28496
4,Capitol Hill,1,Entire home/apt,2,1,1,2,4,727,50,2,1125,1,139.89127
4,West Seattle,11,Entire home/apt,1,1,2,2,4,825,40,3,1125,0,108.898506
2,Seward Park,2,Private room,1,1,1,1,4,838,60,6,120,1,69.4784
2,University District,1,Entire home/apt,1,1,1,1,4,764,80,2,1125,0,126.11919
8,Queen Anne,11,Entire home/apt,1,2,3,4,4,648,250,3,1125,0,371.475
5,Downtown,1,Entire home/apt,4,2,2,2,4,753,129,2,1125,1,350.95996
1,Delridge,11,Private room,1,1,1,1,4,1491,75,3,90,0,46.484776
5,West Seattle,7,Entire home/apt,1,1,2,2,4,1257,200,2,1125,1,143.80304
6,Other neighborhoods,11,Entire home/apt,2,1,2,3,4,796,60,1,7,1,103.591156
4,Queen Anne,11,Entire home/apt,2,1,2,2,4,194,50,3,1125,0,142.49039
6,Rainier Valley,1,Entire home/apt,4,1,2,2,4,1119,99,3,1125,0,135.96114
2,Delridge,11,Private room,1,1,1,1,4,1400,20,1,8,1,52.58528
3,Downtown,1,Entire home/apt,2,1,1,1,4,894,69,1,1125,1,164.88899
2,Downtown,1,Entire home/apt,1,1,1,1,4,914,75,30,1125,0,155.83978
4,Central Area,11,Entire home/apt,4,1,2,2,4,141,45,1,1125,0,104.73339
1,Capitol Hill,11,Private room,1,1,0,1,4,1477,25,1,1125,0,66.52803
6,Downtown,7,Entire home/apt,1,1,2,2,4,411,130,2,180,1,178.62267
2,Downtown,1,Entire home/apt,1,1,1,2,4,586,0,1,28,0,200.4152
1,Other neighborhoods,11,Private room,1,1,1,1,4,856,0,1,31,1,72.7266
3,Downtown,1,Entire home/apt,3,1,1,1,4,396,40,2,1125,1,165.5298
4,Other neighborhoods,11,Shared room,4,3,1,4,4,51,300,4,1125,0,355.2444
8,Capitol Hill,18,Entire home/apt,6,2,3,6,4,356,150,1,15,0,293.6099
5,Downtown,1,Entire home/apt,4,2,2,2,4,744,129,2,1125,1,354.88376
4,Delridge,9,Entire home/apt,1,1,2,2,4,1425,50,1,7,0,91.22908
8,Delridge,11,Entire home/apt,4,1,2,5,4,13,80,2,90,0,169.74277
2,Capitol Hill,1,Entire home/apt,1,1,0,1,4,1222,60,2,12,1,159.90146
4,Other neighborhoods,9,Entire home/apt,2,1,1,2,4,970,40,2,12,0,113.35408
5,Capitol Hill,1,Entire home/apt,2,1,1,1,4,1525,0,2,1124,0,131.75243
3,Capitol Hill,1,Entire home/apt,2,1,0,1,4,753,89,21,1125,1,153.77708
1,Other neighborhoods,11,Private room,1,1,1,1,4,475,15,1,1125,0,52.882412
4,Queen Anne,1,Entire home/apt,2,1,1,1,4,873,60,3,1125,1,121.87243
3,Downtown,1,Entire home/apt,2,1,1,1,4,598,89,2,1125,1,247.42513
2,West Seattle,2,Private room,1,1,1,1,4,939,0,2,1125,0,80.82747
3,Other neighborhoods,1,Entire home/apt,1,1,1,1,4,890,89,2,1125,1,135.4408
3,Other neighborhoods,18,Private room,2,1,1,2,4,1358,25,1,365,0,90.17957
4,Queen Anne,9,Entire home/apt,1,1,1,2,4,1496,55,1,7,1,110.851875
1,Capitol Hill,11,Shared room,1,3,1,1,4,1318,45,7,1125,0,51.726032
4,Other neighborhoods,1,Entire home/apt,2,1,1,1,4,314,40,2,30,0,92.223434
5,Cascade,7,Entire home/apt,1,1,1,2,4,551,0,1,1125,1,167.60063
4,Rainier Valley,8,Entire home/apt,4,1,2,2,4,1053,60,2,1125,1,135.05225
1,Capitol Hill,11,Shared room,1,3,1,1,4,1095,0,1,30,1,37.01211
3,Downtown,1,Entire home/apt,2,1,0,1,4,747,89,2,1125,1,147.1354
4,Capitol Hill,11,Private room,4,1,2,3,4,931,80,1,1125,1,140.36017
3,Ballard,1,Entire home/apt,3,1,1,1,4,497,25,3,1125,0,95.72321
2,Queen Anne,11,Private room,1,1,1,1,4,75,20,1,21,1,64.133224
2,Queen Anne,1,Private room,1,1,1,2,4,1576,45,1,21,1,74.45828
2,Delridge,18,Private room,1,1,1,1,4,614,35,2,90,0,61.20935
2,Capitol Hill,0,Private room,1,1,0,1,4,3,0,1,1125,1,77.09421
2,Central Area,1,Entire home/apt,2,1,1,1,4,722,70,2,40,0,124.23833
4,Other neighborhoods,11,Entire home/apt,2,1,2,2,4,626,40,2,28,0,137.85411
2,Ballard,11,Private room,1,1,1,1,4,116,50,2,1125,0,80.11553
3,West Seattle,1,Entire home/apt,1,1,1,2,4,948,40,3,1125,0,85.593925
3,Rainier Valley,11,Private room,3,1,1,2,4,806,9,1,100,1,39.39204
6,West Seattle,1,Entire home/apt,6,1,2,2,4,486,150,3,1125,0,184.89612
3,Capitol Hill,11,Private room,4,1,2,2,4,1464,50,2,1125,1,141.03345
3,Downtown,1,Entire home/apt,1,1,1,1,4,906,60,2,1125,1,169.97098
4,Other neighborhoods,10,Entire home/apt,2,1,1,3,4,363,75,2,30,0,119.44894
6,Downtown,1,Entire home/apt,6,2,2,3,4,176,99,1,365,1,892.2564
6,Capitol Hill,11,Entire home/apt,6,3,4,5,4,521,150,3,14,0,381.53845
3,Downtown,1,Entire home/apt,2,1,0,2,4,1253,69,1,1125,1,140.54663
2,Ballard,1,Entire home/apt,1,1,1,1,4,784,0,3,1125,0,119.527084
2,Delridge,10,Entire home/apt,1,1,1,1,4,652,25,1,60,1,75.867325
3,Downtown,7,Shared room,1,1,1,2,4,1584,5,2,14,1,146.89299
4,West Seattle,8,Entire home/apt,3,1,2,2,4,1006,85,1,20,1,129.93465
3,Cascade,15,Entire home/apt,2,1,1,1,4,319,75,2,1125,1,132.33908
3,Downtown,1,Entire home/apt,2,1,0,1,4,1559,50,1,4,0,132.8214
10,Central Area,11,Entire home/apt,1,1,3,5,4,1045,150,2,1125,1,304.7916
2,Downtown,15,Entire home/apt,1,1,1,1,4,1297,75,2,1125,1,184.84927
2,West Seattle,18,Private room,1,1,1,1,4,967,0,3,35,1,72.89724
3,Capitol Hill,1,Entire home/apt,2,1,1,1,4,910,60,1,1125,1,124.96503
8,Other neighborhoods,11,Entire home/apt,1,3,4,5,4,861,150,2,1125,1,297.08414
2,Cascade,18,Private room,2,1,1,1,4,849,50,1,1000,0,128.90483
6,Ballard,11,Entire home/apt,6,2,3,3,4,680,175,3,365,0,280.45926
2,Queen Anne,1,Entire home/apt,1,1,1,1,4,583,60,1,1120,0,135.2348
3,West Seattle,11,Private room,1,1,2,2,4,969,20,3,10,0,75.051346
4,West Seattle,11,Entire home/apt,3,1,1,2,4,576,65,1,1125,0,97.03159
4,Other neighborhoods,4,Entire home/apt,1,1,2,2,4,632,115,4,365,0,207.4877
4,Central Area,18,Private room,2,1,2,2,4,1504,30,2,7,0,90.75217
4,Other neighborhoods,9,Entire home/apt,2,1,2,2,4,447,100,2,300,0,124.278595
4,Downtown,1,Entire home/apt,1,1,1,2,4,334,99,2,1125,1,886.1895
2,Capitol Hill,1,Entire home/apt,2,1,1,1,4,1579,75,2,1125,0,132.50992
3,Central Area,1,Entire home/apt,2,1,1,2,4,1214,55,3,1124,0,114.66488
3,Downtown,1,Entire home/apt,2,1,1,1,4,599,89,2,1125,1,247.42513
4,Other neighborhoods,9,Entire home/apt,2,1,1,2,4,474,30,2,1125,0,99.91558
2,Northgate,4,Private room,1,1,1,1,4,44,0,1,29,1,69.88245
2,Central Area,11,Private room,1,1,1,1,4,946,0,2,1125,0,73.97482
8,Central Area,11,Entire home/apt,1,2,3,4,4,1029,200,3,1125,1,279.80154
5,Other neighborhoods,7,Entire home/apt,1,2,2,3,4,1043,50,30,70,0,185.43483
1,Central Area,18,Private room,1,1,1,1,4,69,30,1,1125,0,58.08361
3,Beacon Hill,9,Entire home/apt,2,1,0,2,4,422,50,2,28,0,107.04777
4,Downtown,1,Entire home/apt,2,1,1,1,4,160,50,1,30,1,131.06264
8,Queen Anne,1,Entire home/apt,6,2,3,4,4,197,170,2,1125,1,307.04666
3,Magnolia,11,Entire home/apt,1,1,0,1,4,1373,40,2,1125,0,89.14705
2,West Seattle,10,Entire home/apt,1,1,1,1,4,448,50,1,30,0,102.14392
7,Downtown,7,Entire home/apt,7,2,2,4,4,330,165,1,365,1,368.10168
2,Rainier Valley,1,Entire home/apt,2,1,1,1,4,554,45,2,30,0,80.11241
2,Capitol Hill,1,Private room,1,1,1,1,4,675,10,1,14,0,67.66194
4,Queen Anne,11,Entire home/apt,2,1,2,2,4,466,49,2,1125,0,135.40204
8,Other neighborhoods,1,Entire home/apt,2,1,2,5,4,673,40,1,1125,1,108.27387
5,University District,11,Entire home/apt,1,1,2,2,4,107,105,3,1125,0,132.52814
3,West Seattle,10,Entire home/apt,2,1,1,1,4,205,65,3,28,1,112.36179
2,University District,11,Private room,1,1,1,1,4,1386,0,2,6,1,59.541595
4,Capitol Hill,1,Entire home/apt,1,1,1,2,4,699,55,1,1125,1,132.7855
1,University District,11,Private room,1,1,1,1,4,1471,150,14,1125,1,105.225945
6,Ballard,11,Entire home/apt,1,1,2,3,4,445,90,1,1125,1,106.84753
2,Lake City,10,Entire home/apt,1,1,1,2,4,454,75,2,180,1,120.76266
2,Other neighborhoods,7,Private room,1,1,1,1,4,961,0,2,14,1,77.20883
8,Rainier Valley,11,Entire home/apt,2,2,4,6,4,992,115,2,30,1,229.4895
6,Central Area,1,Entire home/apt,4,1,1,1,4,1073,50,1,21,1,145.73811
2,Cascade,1,Entire home/apt,1,1,1,1,4,1291,0,3,1125,1,196.06699
5,Other neighborhoods,9,Entire home/apt,2,1,2,2,4,787,45,2,15,1,107.23424
1,Rainier Valley,11,Private room,1,1,0,1,4,1408,25,1,1125,0,52.185436
4,Other neighborhoods,11,Entire home/apt,1,2,3,3,4,510,153,2,28,1,216.42328
2,Ballard,11,Private room,1,1,1,1,4,1149,85,1,85,1,94.55111
5,Capitol Hill,7,Entire home/apt,4,1,2,3,4,231,160,7,1125,1,276.3664
2,Capitol Hill,13,Entire home/apt,2,1,1,2,4,398,50,3,12,1,156.37248
4,Other neighborhoods,11,Entire home/apt,3,1,2,2,4,138,125,2,1125,0,114.5204
2,Queen Anne,1,Entire home/apt,1,1,1,1,4,1292,0,3,10,0,109.87101
2,Capitol Hill,1,Entire home/apt,1,1,0,1,4,1427,125,7,1125,1,104.26723
2,Cascade,15,Entire home/apt,1,1,1,1,4,293,75,2,1125,1,129.39183
7,Cascade,1,Entire home/apt,6,2,3,3,4,601,159,2,1125,1,300.44675
6,Queen Anne,11,Entire home/apt,4,1,2,3,4,136,299,2,1000,1,219.25964
3,Central Area,9,Entire home/apt,2,1,1,2,4,929,40,2,7,0,93.08935
4,Cascade,1,Entire home/apt,2,1,2,2,4,232,115,3,1125,1,170.86115
3,Downtown,1,Entire home/apt,2,1,0,1,4,747,89,2,1125,1,147.1354
6,Central Area,1,Entire home/apt,11,1,2,4,4,664,125,2,28,1,257.5209
3,Downtown,1,Private room,1,1,1,2,4,87,5,1,20,0,102.40016
5,Other neighborhoods,11,Entire home/apt,1,1,2,2,4,803,0,2,1125,1,135.23306
9,Capitol Hill,11,Entire home/apt,8,3,5,5,4,713,150,2,30,0,441.1731
3,Rainier Valley,10,Entire home/apt,2,1,1,2,4,41,60,1,1125,1,93.297966
3,Central Area,18,Private room,2,1,1,1,4,1244,30,1,1125,1,77.521904
4,Other neighborhoods,1,Entire home/apt,2,1,1,2,4,538,75,2,1125,0,118.81613
